Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId
Qué de buen humor se te ve	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Qué contento se te nota a todas horas	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Qué contenta estás todos los días	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Qué contenta se te ve siempre	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Qué contenta se te ve casi siempre	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Qué contenta se te ve todos los días	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Qué contenta se te ve a todas horas	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Qué contenta se te nota	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Qué contenta se te nota siempre	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Qué contenta se te nota casi siempre	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Qué contento se te nota todos los días	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Estás de buen humor a todas horas	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Qué contenta pareces	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Estás contenta casi siempre	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Estás contenta todos los días	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Estás contenta a todas horas	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Estás de buen humor	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Estás de buen humor siempre	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Estás contenta	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Estás de buen humor todos los días	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Estás contento a todas horas	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Estás muy feliz	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Estás muy feliz siempre	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Estás muy feliz casi siempre	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Estás muy feliz todos los días	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Estás muy feliz a todas horas	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Estás muy contento	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Estás muy contento siempre	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Estás de buen humor casi siempre	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Estás feliz siempre	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Siempre estás feliz a todas horas	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Siempre estás contento	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Siempre estás contento a todas horas	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Siempre estás contenta	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Siempre estás contenta a todas horas	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Siempre estás de buen humor	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Estás contenta siempre	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Estás feliz	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Estás muy contento a todas horas	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Estás feliz casi siempre	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Estás feliz todos los días	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Estás feliz a todas horas	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Estás contento	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Estás contento siempre	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Estás contento casi siempre	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Estás contento todos los días	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Siempre estás de buen humor a todas horas	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Qué contento pareces siempre	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Qué feliz pareces todos los días	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Qué feliz pareces a todas horas	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Qué contento estás	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Qué contento estás siempre	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Qué contento estás casi siempre	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Qué contento estás todos los días	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Estás muy contento casi siempre	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Qué contento pareces	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Qué feliz pareces	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Qué contento pareces casi siempre	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Qué contento pareces todos los días	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Qué contento pareces a todas horas	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Qué contenta estás	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Qué contenta estás siempre	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Qué contenta estás casi siempre	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
¿Estás alegre?	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Qué contento estás a todas horas	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Estás muy de buen humor todos los días	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Qué contenta estás a todas horas	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Estás muy contenta	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Estás muy contenta siempre	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Estás muy contenta casi siempre	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Estás muy contenta todos los días	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Estás muy contenta a todas horas	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Estás muy de buen humor	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Qué feliz pareces casi siempre	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Estás muy de buen humor casi siempre	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Qué feliz pareces siempre	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Estás muy de buen humor a todas horas	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Qué feliz estás	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Qué feliz estás siempre	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Qué feliz estás casi siempre	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Qué feliz estás todos los días	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Qué feliz estás a todas horas	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Estás muy contento todos los días	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Estás muy de buen humor siempre	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Tienes pinta de estar de buen humor ahora mismo	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Pareces de buen humor esta mañana	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Tienes pinta de estar feliz esta mañana	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Tienes pinta de estar feliz esta semana	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Tienes pinta de estar feliz ahora mismo	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Tienes pinta de estar de buen humor	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Tienes pinta de estar de buen humor hoy	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Tienes pinta de estar feliz	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Tienes pinta de estar de buen humor esta semana	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Tienes pinta de estar contento ahora mismo	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Parece que estás alegre	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Parece que estás alegre hoy	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Parece que estás alegre esta mañana	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Parece que estás alegre esta semana	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Parece que estás alegre ahora mismo	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Parece que estás contenta	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Parece que estás contenta hoy	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Tienes pinta de estar de buen humor esta mañana	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Tienes pinta de estar contenta hoy	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Siempre estás muy alegre todos los días	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Pareces de buen humor ahora mismo	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Tienes pinta de estar alegre	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Tienes pinta de estar alegre hoy	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Tienes pinta de estar alegre esta mañana	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Tienes pinta de estar alegre esta semana	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Tienes pinta de estar feliz hoy	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Tienes pinta de estar contenta	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Parece que estás contenta ahora mismo	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Tienes pinta de estar contenta esta mañana	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Tienes pinta de estar contenta esta semana	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Tienes pinta de estar contenta ahora mismo	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Tienes pinta de estar contento	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Tienes pinta de estar contento hoy	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Tienes pinta de estar contento esta mañana	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Tienes pinta de estar contento esta semana	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Tienes pinta de estar alegre ahora mismo	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Alguien está muy contento esta mañana	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Alguien está contento	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Alguien está contento hoy	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Alguien está contento esta mañana	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Alguien está muy contenta	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Alguien está muy contenta hoy	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Alguien está muy contenta esta mañana	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Parece que estás contenta esta mañana	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Alguien está muy contento hoy	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Alguien está contenta	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Alguien está bastante contenta	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Alguien está bastante contenta hoy	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Alguien está bastante contenta esta mañana	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Alguien está bastante contento	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Alguien está bastante contento hoy	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Alguien está bastante contento esta mañana	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Se te ve muy contenta	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Alguien está muy contento	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Parece que estás feliz esta semana	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Pareces de buen humor hoy	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Parece que estás contento	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Parece que estás contento hoy	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Parece que estás contento esta mañana	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Parece que estás contento esta semana	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Parece que estás contento ahora mismo	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Parece que estás feliz	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Alguien está contenta esta mañana	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Parece que estás feliz esta mañana	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Alguien está contenta hoy	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Parece que estás feliz ahora mismo	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Parece que estás de buen humor	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Parece que estás de buen humor hoy	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Parece que estás de buen humor esta mañana	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Parece que estás de buen humor esta semana	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Parece que estás de buen humor ahora mismo	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Parece que estás contenta esta semana	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Parece que estás feliz hoy	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
¿Te sientes alegre hoy?	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Pareces de buen humor esta semana	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
¿Estás feliz ahora mismo?	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
¿Estás de buen humor?	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
¿Estás de buen humor hoy?	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
¿Estás de buen humor esta mañana?	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
¿Estás de buen humor esta semana?	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
¿Estás feliz esta mañana?	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
¿Te sientes alegre?	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
¿Estás feliz hoy?	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
¿Te sientes alegre esta mañana?	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
¿Te sientes alegre esta semana?	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
¿Te sientes alegre ahora mismo?	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
¿Te sientes contenta?	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
¿Te sientes contenta hoy?	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
¿Te sientes contenta esta mañana?	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
¿Te sientes contenta esta semana?	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
¿Estás de buen humor ahora mismo?	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
¿Estás contenta esta semana?	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Se te ve muy contento	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
¿Estás alegre hoy?	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
¿Estás alegre esta mañana?	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
¿Estás alegre esta semana?	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
¿Estás alegre ahora mismo?	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
¿Estás contenta?	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
¿Estás feliz esta semana?	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
¿Estás contenta esta mañana?	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
¿Te sientes contento hoy?	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
¿Estás contenta ahora mismo?	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
¿Estás contento?	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
¿Estás contento hoy?	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
¿Estás contento esta mañana?	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
¿Estás contento esta semana?	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
¿Estás contento ahora mismo?	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
¿Estás feliz?	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
¿Estás contenta hoy?	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Pareces contento esta semana	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Pareces contenta	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Pareces contenta hoy	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Pareces contenta esta mañana	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Pareces contenta esta semana	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Pareces contenta ahora mismo	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Pareces contento	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
¿Te sientes contenta ahora mismo?	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Pareces contento esta mañana	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Pareces alegre esta mañana	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Pareces contento ahora mismo	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Pareces feliz	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Pareces feliz hoy	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Pareces feliz esta mañana	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Pareces feliz esta semana	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Pareces feliz ahora mismo	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Pareces de buen humor	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Pareces contento hoy	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
¿Te sientes de buen humor?	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
Siempre estás muy alegre a todas horas	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
¿Te sientes contento esta mañana?	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
¿Te sientes contento esta semana?	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
¿Te sientes contento ahora mismo?	Estoy bastante feliz, gracias.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	29
